Left-Accumbens-area,Left-Amygdala,Left-Caudate,Left-Hippocampus,Left-Pallidum,Left-Putamen,Right-Accumbens-area,Right-Amygdala,Right-Caudate,Right-Hippocampus,Right-Pallidum,Right-Putamen,ctx-lh-bankssts,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalmiddlefrontal,ctx-lh-cuneus,ctx-lh-entorhinal,ctx-lh-frontalpole,ctx-lh-fusiform,ctx-lh-inferiorparietal,ctx-lh-inferiortemporal,ctx-lh-insula,ctx-lh-isthmuscingulate,ctx-lh-lateraloccipital,ctx-lh-lateralorbitofrontal,ctx-lh-lingual,ctx-lh-medialorbitofrontal,ctx-lh-middletemporal,ctx-lh-paracentral,ctx-lh-parahippocampal,ctx-lh-parsopercularis,ctx-lh-parsorbitalis,ctx-lh-parstriangularis,ctx-lh-pericalcarine,ctx-lh-postcentral,ctx-lh-posteriorcingulate,ctx-lh-precentral,ctx-lh-precuneus,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralmiddlefrontal,ctx-lh-superiorfrontal,ctx-lh-superiorparietal,ctx-lh-superiortemporal,ctx-lh-supramarginal,ctx-lh-temporalpole,ctx-lh-transversetemporal,ctx-rh-bankssts,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalmiddlefrontal,ctx-rh-cuneus,ctx-rh-entorhinal,ctx-rh-frontalpole,ctx-rh-fusiform,ctx-rh-inferiorparietal,ctx-rh-inferiortemporal,ctx-rh-insula,ctx-rh-isthmuscingulate,ctx-rh-lateraloccipital,ctx-rh-lateralorbitofrontal,ctx-rh-lingual,ctx-rh-medialorbitofrontal,ctx-rh-middletemporal,ctx-rh-paracentral,ctx-rh-parahippocampal,ctx-rh-parsopercularis,ctx-rh-parsorbitalis,ctx-rh-parstriangularis,ctx-rh-pericalcarine,ctx-rh-postcentral,ctx-rh-posteriorcingulate,ctx-rh-precentral,ctx-rh-precuneus,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralmiddlefrontal,ctx-rh-superiorfrontal,ctx-rh-superiorparietal,ctx-rh-superiortemporal,ctx-rh-supramarginal,ctx-rh-temporalpole,ctx-rh-transversetemporal,soc_dist,anon_subj1,anon_subj2,anon_dyad
0.18004850100000003,0.480904366,-1.43857315,-0.427054689,0.162125813,-0.400009722,0.175405977,1.302293175,-1.306983342,-0.571519501,-0.534035837,-1.378397614,-0.306023757,-0.540306485,-1.275956732,-0.772615212,-0.33829439899999997,1.119098531,0.286484062,-0.42551352299999995,0.30581062600000003,1.559143283,-0.765883056,0.699931447,-0.831294895,0.278678889,-0.241447966,0.159243788,-0.392083729,0.600338265,-0.133539885,-0.486590956,-0.218053195,0.134392761,0.264241028,0.033341196000000003,-0.245348397,-1.18066173,-1.217805658,-0.54579815,-0.10103916800000001,-0.31633667600000004,-0.280124337,0.135707599,0.759560505,-0.136978064,-1.219990142,-0.515574662,-1.692111771,-0.957167477,-0.11380726599999999,-0.42706961,0.165291424,-1.894401241,-0.383023193,0.667904124,-0.7029581020000001,-0.917288164,1.5190654080000001,-0.13795563,-0.285143382,-2.540889049,-0.700639593,-0.510815977,0.200639622,-0.157916248,-0.878351483,0.40042288600000003,-0.133847454,-0.270195719,-0.246084355,-1.036116271,0.226052373,-0.41836628200000003,-1.027789565,0.31094379,0.8808431170000001,0.017805813,0.22229748600000002,-0.218925528,3,s009,s002,s009_s002
1.392424492,0.31205064600000004,-0.33805673,-0.489231446,1.5662684740000001,0.325260531,1.326108175,1.766371451,-0.059479816,-1.050197317,-0.654393084,0.31001435,-0.785563805,0.30863448,-0.314307871,-0.005424666999999999,0.872792573,-0.30551856899999996,1.000653889,0.69114068,-0.8627986190000001,-1.011700727,-1.349488164,0.947228737,1.553337985,0.8697361220000001,0.43115127700000005,0.070398952,-0.899386182,-0.028585797000000003,0.17541987899999997,1.9266374,1.043059014,0.186010481,2.076056215,-0.933162962,-0.80585362,-0.396717786,0.175163677,0.5856042029999999,0.6044608539999999,-0.19418037600000002,-0.849346814,0.392636169,0.5550912720000001,0.159057764,1.181514364,0.013674417,0.233898291,0.370273485,0.363060572,-2.083303645,0.063964813,-0.729194035,-0.09927723699999999,0.615461052,-1.566373911,1.8759697380000002,-0.831463161,-0.147959181,1.3732062809999999,-1.289803802,-1.506816903,0.6985693359999999,0.727303707,0.34491389,1.4808129319999999,1.937479599,-0.9167980509999999,-0.87518603,-0.8536329309999999,-0.664299678,0.260013076,-0.341141077,-0.642304026,0.141470771,-0.06306402700000001,-0.011160721,-0.038190087000000005,0.525446804,2,s026,s002,s026_s002
-0.9380996559999999,-1.214075867,0.24723040699999999,-1.108332155,0.499045801,-0.942295966,0.168868689,0.581623592,0.362893389,0.470157295,-0.35632273600000003,0.436571176,-1.12343851,1.145411532,0.196027182,-0.413314288,0.49113782100000003,-0.442140043,1.3742202669999999,-0.715549757,0.5370687,0.345533256,-0.7616524240000001,0.753221708,0.947076365,1.1958891390000002,1.443215067,0.552385108,-1.759284818,-0.48926681,-0.191645151,1.318276921,-0.286658407,-1.0283880509999999,-0.750158842,0.124100263,-1.284518601,-1.129328322,-1.840456667,-0.040907716000000004,-0.501125418,-1.461379751,-1.451479328,-0.254162699,-1.3460445719999998,-1.159117701,0.470785138,0.46710769799999996,-0.229995497,0.11177293,-1.033872064,1.0230719640000001,-1.371455628,-0.904591976,-1.620712375,1.11713895,-0.8477654840000001,0.42056186799999995,-0.6512037310000001,0.538060485,-1.836734094,-2.1245172919999997,-1.798430354,0.636766116,-0.533780984,0.9485972359999999,1.793917369,0.786745336,-2.23078451,0.446722045,-0.735742,-0.9467122109999999,0.102357111,-0.116964261,0.344930818,-1.239993207,0.614240617,-1.0200412079999999,0.06537639599999999,-0.568865847,2,s026,s009,s026_s009
0.337737021,-0.067701859,0.709368436,0.17909370800000002,-0.44495155200000003,-0.572267556,0.041084066,0.260013674,-0.504238555,-0.787081247,0.271096416,-1.277619155,-0.037325842000000005,0.32993739699999997,-1.081278489,-0.509663648,-1.5227081690000002,0.554234466,-0.49253836799999995,-0.9284096820000001,-0.111423971,0.581694128,-0.75717261,0.197066436,0.008916448,-0.23405094899999998,0.895642872,-0.635618247,1.5048262680000002,-0.54538095,0.340640638,-2.1792539580000003,-0.85064256,-0.787055554,0.40804746,-0.133347263,0.493280225,-1.100375002,-0.6105883670000001,-0.446312635,-0.18625646,0.8330220070000001,0.072646799,-0.473593803,-1.474934385,0.609433561,-1.108803388,-0.042690320999999996,-0.41629174700000005,-0.16165059699999998,0.48934133799999996,0.459625999,-0.163579523,-1.02957858,-0.492755612,0.28908933,-1.367065695,-0.8094491640000001,-0.11850966199999999,-0.330123889,-0.754429336,-1.715638971,1.3269886290000001,-1.89862796,0.048537325,0.20853234899999998,-0.530578519,0.257883885,0.716977422,-0.34638589,0.472638881,-1.085502985,-1.040899251,-1.090817189,-0.245771028,0.20475744199999998,-0.825284784,-0.08413663,0.62636592,0.455915378,3,s032,s002,s032_s002
-0.547739588,-0.06656039400000001,-0.974878351,-0.34471674700000005,-1.432473312,-0.15802936,1.197217923,-0.490273022,0.271898853,-0.8350090579999999,-1.332071653,-0.002558354,-0.242725362,0.178641992,-0.81269153,-1.33646511,-0.331531364,0.588899208,-0.756849454,-0.318091064,-0.28476071,-0.488866156,-0.621363943,-0.301846873,-0.6974415190000001,-0.43350974,-1.437649463,-1.717546546,-1.021292603,0.375839905,-0.758114945,0.93323613,0.330118594,-1.0343599209999998,-0.649363334,-0.637772565,-1.7824501,-1.1618506709999998,-1.174608871,-1.08215683,0.039093178,1.1232883059999998,-0.077100767,-1.3577714840000001,-0.67545065,0.290681929,-1.494568559,0.039112951,-0.8806472190000001,-1.4639755540000001,0.035061558,0.419254354,-0.287789576,-1.341119207,0.331714683,-0.114403014,-1.3512614230000002,-1.165942183,-0.25492619699999997,-0.551564253,-0.516569679,-0.535171234,-0.750881626,0.524039491,-0.30693109399999996,-0.59921501,0.178576265,-0.8609604259999999,-0.508188614,-0.933810417,-0.349394339,-1.5347293309999999,-0.523647538,-1.541110455,-0.499028445,-1.2154219609999999,0.7690174890000001,-1.4457131280000002,-0.315037928,0.053913305,3,s032,s009,s032_s009
-0.35417308299999994,-1.223210576,1.179877807,1.2417804,0.35472313899999997,0.8887739159999999,-1.013594484,-1.148348911,0.917323355,0.8677668470000001,1.415213491,0.003536793,0.502562901,0.9598013609999999,1.4114591330000001,0.153969631,-0.649746936,0.299751749,-0.38213215799999994,-0.98773142,-0.15526894800000002,1.832745181,-0.745437963,0.229966155,1.129496443,0.165210525,0.458588045,0.42690822799999995,-0.279625399,-0.247725775,0.6979717209999999,0.27792691,0.204676122,-1.266626904,1.8365724330000002,0.696003583,-0.7031003990000001,-0.380676145,-0.227221647,-0.09507587099999999,0.543576397,1.006592073,-0.204362832,-0.26703717899999996,-1.339926158,-0.317729656,1.147917578,2.046613266,-0.001172762,0.573024338,0.853117584,1.732406694,-0.289849752,-1.2446890879999999,1.23189571,1.257751142,-0.719901217,-0.21622418,0.305904678,-0.5020279639999999,-0.26084229999999997,-1.3907728519999998,-0.28861871100000003,-0.378716345,0.8798104440000001,0.09056187800000001,0.634220444,0.382092066,-1.264014669,0.577524653,-0.021328338,-0.9705095140000001,0.71343691,0.09621761699999999,0.9968164759999999,-0.606705921,-0.08673384699999999,-0.244693052,-0.134499497,-0.088460551,2,s032,s026,s032_s026
-1.4325522030000002,-0.457894585,-1.9339115830000002,-2.656851117,-1.5641906190000001,-1.367437139,-1.57280095,-0.612871042,-1.359514027,-2.700665798,-1.145920928,-1.143131058,-1.6256765990000002,-1.020834888,-0.351162738,-0.636236744,0.34592157100000004,-0.437115889,-0.646645931,-0.26240995699999997,-0.156131162,-0.294578121,-0.658633173,0.177451274,-0.5593339860000001,-0.7722555,-0.00281324,-2.221476289,-1.609790424,0.528707771,-0.273703501,-0.91201525,-1.351957493,0.18053120600000003,-0.930479539,-0.381188344,-0.779314279,-0.117907593,-0.093116285,-1.215931127,0.019685827,-0.149491407,-1.221496707,0.042908178,0.822068721,-0.38337960200000004,-1.201022146,-0.8261365940000001,0.06483828,-0.584270458,0.90424306,0.18617130899999998,0.915916946,-0.861308787,0.351661158,-1.098803743,-1.129811267,-0.715638507,-2.047078726,-0.150960067,-2.260613789,1.242116932,-1.4972367930000001,-0.732997883,0.290984766,-0.111703095,0.10312135,-0.278806951,0.059951683,-0.7696704040000001,0.825440877,-0.259766647,-0.8137959709999999,0.373812201,-0.5296399620000001,-0.09622610599999999,-1.3791287859999999,-0.099917616,-0.14769757,-0.727433604,2,s033,s002,s033_s002
1.068599839,-0.74243767,-0.215457727,-1.8142514580000002,-2.1783551709999998,-1.576167295,0.8933272059999999,-0.758516944,-0.928173505,-2.290776302,-1.574134341,-0.697179584,-1.079756846,-0.39743576700000005,-0.87208764,-0.980625249,0.606290449,-0.200608969,-0.760924534,-0.651843463,-0.023006725,-1.2381556,-1.197913543,-0.811115465,-1.417315892,-0.517672667,0.212604879,-1.5344222140000001,-0.748287719,-0.06570336,-1.238784835,0.104580929,0.639650591,-0.8302174929999999,-0.6770246,-0.054559518,-0.990975899,-0.716820727,1.226863502,0.040009187,0.37918070600000003,-1.195593918,-1.222991112,-0.5079276429999999,-0.36480163299999996,-0.9011778970000001,-0.34540314299999997,0.297796163,-0.7675175340000001,-1.105831708,-2.723456777,0.8634494640000001,0.614360727,-2.10291221,-1.4094665219999998,-1.186921242,-1.560595905,-0.49064828299999996,0.6901444040000001,-0.343294603,1.004379254,0.6522844870000001,-0.673811625,0.339139562,-0.324573751,0.491318391,0.299874066,-0.44495000700000004,-0.71791126,-1.7620045080000002,-0.751014733,-1.3761430540000001,0.28543914,-1.312099084,0.09583245300000001,-1.159185549,0.989843226,-0.769532633,-0.835898755,-0.7209721020000001,2,s033,s009,s033_s009
-1.16979648,-0.547350235,-0.654048613,0.417989729,0.37470219200000005,-0.325423335,-1.308220423,-0.690550288,0.029262106,0.344820419,-0.866474014,-0.21081431399999997,-0.604325395,-0.299998272,-0.43539955,0.8047796509999999,-0.080855071,-0.32697715899999996,0.22709497,-1.3979335290000001,-0.069520242,-0.34617374799999995,-0.22737273,0.35588957600000004,2.002286732,0.710756043,-0.609947735,-0.145369944,-1.1010021429999999,-2.164946786,0.507674935,-0.612360444,0.655087713,0.05656187,-0.22756449,-1.050811201,0.470342766,-0.437403986,-0.797642614,-1.091856975,-0.9900088090000001,-1.205649883,-0.894778671,-0.808593625,2.067706137,-0.318282619,1.0618748279999999,-0.950183459,-0.636255445,1.212993706,0.601445076,-0.8815899640000001,0.535984769,-1.54537461,1.005215426,0.046598085,-0.7690822390000001,0.224254019,-0.795435307,0.10083107,1.55674918,1.007182325,-1.9946441369999999,-1.3929518669999998,-0.6929422140000001,-1.572697911,-0.061568008,1.293662523,0.74394042,-1.3503147930000001,0.17422446,-0.862046423,-0.015446521999999999,-1.55620868,-1.3439744519999999,-0.8669140390000001,-0.072242493,-1.215555194,-0.316162916,0.30976377899999996,2,s033,s026,s033_s026
0.298241401,-0.328272884,-0.458596802,0.306740369,-0.510893071,-0.38676425700000006,1.637422381,0.6948940640000001,-0.536673493,-1.261133218,0.9316855909999999,-0.535053576,-1.023825529,-0.31785947800000003,-1.185359508,-1.044605013,0.011495254,-0.72180767,-1.802572144,-0.9408217640000001,1.176127495,-0.072513489,-1.469338234,-1.299545328,-0.9105161890000001,-1.004630634,2.537167625,-0.291019219,2.042198454,-0.943060067,-0.46851778200000005,-1.543664465,-1.023299157,-0.63050586,1.423877726,-0.182111795,0.635225383,-0.786555845,-0.36299673200000004,-2.122813858,-0.183978626,0.927912197,-0.673369599,0.18155311699999999,0.163865724,-0.6853326829999999,0.25796094399999997,0.669601996,0.084744347,-1.046503164,0.711183995,1.22232229,-0.37259716299999995,-0.657537221,-0.662576276,1.142442646,-1.233004044,-1.400328969,0.967050503,-0.558061592,-0.510020342,0.604041037,1.868450398,-2.233131081,0.31592388600000004,-0.694272777,1.024736182,-0.713680531,1.46809259,0.648258075,1.37660592,-0.6159925629999999,-0.201783885,-0.9529988690000001,0.6938255240000001,-0.594029186,-0.86716313,0.145561631,1.9864093919999999,-0.363522588,3,s033,s032,s033_s032
